accuracy,precision,recall,f1_score,roc_auc
0.6352395672333848,0.6282642908144356,0.6352395672333848,0.6289482918197637,0.6542488644093831
0.5842349304482226,0.5160523955106043,0.5842349304482226,0.4564562438846062,0.5182254065085251
0.5847501287995879,0.581367825301967,0.5847501287995879,0.5827627396004892,0.5886353163195892
0.5069551777434312,0.5260103111725987,0.5069551777434312,0.5108397984349952,0.5099306576550876
0.616692426584235,0.6128895886815292,0.616692426584235,0.6142799048925397,0.627287639068706
0.5935085007727975,0.5892988292757521,0.5935085007727975,0.5908973563844063,0.5855703188431238
0.5713549716640907,0.5970772431360154,0.5713549716640907,0.5740320646560225,0.6240207588159136
