accuracy,precision,recall,f1_score,roc_auc
0.569109947643979,0.5678974381247835,0.569109947643979,0.5601162388228905,0.6025850281815224
0.5534031413612566,0.553567402141023,0.5534031413612566,0.553477849552702,0.5776305318877663
0.5481675392670157,0.5486294092543296,0.5481675392670157,0.5483443040372735,0.5764286405163243
0.5575916230366492,0.5586887550176249,0.5575916230366492,0.5578577598729728,0.5734637553087656
0.5743455497382199,0.5728642560406529,0.5743455497382199,0.5693676500444645,0.5798315263745637
0.5643979057591623,0.562838926159016,0.5643979057591623,0.555236197599124,0.5990277154941219
0.5303664921465968,0.619197466912939,0.5303664921465968,0.37995330440305486,0.4904046532485689
